Word,fq_No,prob_no,fq_Yes,prob_yes,fq_total
เสมอ,97,0.000310145,34,9.33291E-05,131
เสมอมา,0,3.16475E-06,17,4.79978E-05,17
เสริม,25,8.22834E-05,31,8.53295E-05,56
เสรี,0,3.16475E-06,93,0.000250655,93
เสรีภาพ,0,3.16475E-06,12,3.46651E-05,12
เสวนา,0,3.16475E-06,17,4.79978E-05,17
เสา,0,3.16475E-06,15,4.26647E-05,15
เส้า,13,4.43065E-05,0,2.66655E-06,13
เสาธง,0,3.16475E-06,14,3.99982E-05,14
เสียง,94,0.000300651,67,0.000181325,161
เสี่ยง,0,3.16475E-06,62,0.000167992,62
เสียงดัง,16,5.38007E-05,0,2.66655E-06,16
เสียใจ,48,0.000155073,100,0.000269321,148
เสียชีวิต,10,3.48122E-05,150,0.000402648,160
เสียดาย,53,0.000170896,44,0.000119995,97
เสียบ,55,0.000177226,28,7.73298E-05,83
เสียว,222,0.000705739,0,2.66655E-06,222
เสี่ยว,20,6.64597E-05,0,2.66655E-06,20
เสียเวลา,10,3.48122E-05,0,2.66655E-06,10
เสียสละ,0,3.16475E-06,86,0.000231989,86
เสียหาย,0,3.16475E-06,34,9.33291E-05,34
เสือ,35,0.000113931,10,2.9332E-05,45
เสื้อ,126,0.000401923,39,0.000106662,165
เสือก,17,5.69655E-05,37,0.000101329,54
เสื้อเกราะ,0,3.16475E-06,25,6.93302E-05,25
เสื้อผ้า,35,0.000113931,0,2.66655E-06,35
แสง,44,0.000142414,46,0.000125328,90
แสดงออก,0,3.16475E-06,19,5.33309E-05,19
แสน,109,0.000348122,55,0.000149327,164
แสนยากร,0,3.16475E-06,15,4.26647E-05,15
แสบ,16,5.38007E-05,0,2.66655E-06,16
โสด,58,0.00018672,0,2.66655E-06,58
ใส,72,0.000231027,16,4.53313E-05,88
ใส่,341,0.001082344,52,0.000141327,393
ใส่ใจ,17,5.69655E-05,115,0.000309319,132
ใส่ร้าย,0,3.16475E-06,21,5.8664E-05,21
ไส้,15,5.0636E-05,0,2.66655E-06,15
ห,53,0.000170896,24,6.66636E-05,77
ห…,0,3.16475E-06,34,9.33291E-05,34
"ห…""",0,3.16475E-06,49,0.000133327,49
หก,25,8.22834E-05,0,2.66655E-06,25
หงส์,10,3.48122E-05,0,2.66655E-06,10
หงุดหงิด,22,7.27892E-05,0,2.66655E-06,22
หญ้า,0,3.16475E-06,34,9.33291E-05,34
หญิง,70,0.000224697,76,0.000205324,146
หนวด,11,3.7977E-05,0,2.66655E-06,11
หน่วย,0,3.16475E-06,258,0.000690635,258
หน่วยงาน,0,3.16475E-06,152,0.000407982,152
หน่วยเฉพาะกิจ,0,3.16475E-06,118,0.000317319,118
หน่อ,10,3.48122E-05,0,2.66655E-06,10
หนอง,79,0.00025318,64,0.000173325,143
หนองคาย,0,3.16475E-06,16,4.53313E-05,16
หนัก,79,0.00025318,54,0.00014666,133
หนักแผ่นดิน,0,3.16475E-06,18,5.06644E-05,18
หนัง,186,0.000591808,39,0.000106662,225
หนังสือ,39,0.00012659,26,7.19967E-05,65
หนา,18,6.01302E-05,0,2.66655E-06,18
หน้า,374,0.00118678,205,0.000549308,579
หน้ากาก,31,0.000101272,269,0.000719967,300
หน้าจอ,37,0.00012026,18,5.06644E-05,55
หน้าตา,19,6.32949E-05,17,4.79978E-05,36
หน้าที่,27,8.86129E-05,55,0.000149327,82
หน้าบ้าน,15,5.0636E-05,0,2.66655E-06,15
หน้าไฟ,0,3.16475E-06,29,7.99964E-05,29
หนาว,132,0.000420911,80,0.00021599,212
หน้าหนาว,21,6.96244E-05,0,2.66655E-06,21
หน้าอก,10,3.48122E-05,0,2.66655E-06,10
หนี,39,0.00012659,43,0.000117328,82
หนี้,0,3.16475E-06,12,3.46651E-05,12
หนีบ,15,5.0636E-05,0,2.66655E-06,15
หนึบ,13,4.43065E-05,0,2.66655E-06,13
หนุน,0,3.16475E-06,53,0.000143993,53
หนุ่ม,57,0.000183555,24,6.66636E-05,81
หนุมาน,0,3.16475E-06,135,0.00036265,135
หนู,259,0.000822834,52,0.000141327,311
"หม…""",0,3.16475E-06,13,3.73316E-05,13
หมวก,0,3.16475E-06,15,4.26647E-05,15
หมวด,0,3.16475E-06,12,3.46651E-05,12
หมวย,20,6.64597E-05,0,2.66655E-06,20
หมอ,108,0.000344957,132,0.000354651,240
หมอก,14,4.74712E-05,13,3.73316E-05,27
หมอน,11,3.7977E-05,0,2.66655E-06,11
หม่อน,14,4.74712E-05,0,2.66655E-06,14
หมอนวด,20,6.64597E-05,0,2.66655E-06,20
หม่อมฉัน,0,3.16475E-06,10,2.9332E-05,10
หมา,75,0.000240521,65,0.000175992,140
หม่า,36,0.000117096,0,2.66655E-06,36
หมาย,0,3.16475E-06,79,0.000213324,79
หมายถึง,24,7.91187E-05,49,0.000133327,73
หมิ่น,0,3.16475E-06,10,2.9332E-05,10
หมิ่นประมาท,0,3.16475E-06,12,3.46651E-05,12
หมี,60,0.00019305,0,2.66655E-06,60
หมื่น,28,9.17777E-05,53,0.000143993,81
หมู,92,0.000294321,18,5.06644E-05,110
หมู่,27,8.86129E-05,42,0.000114661,69
หมูกรอบ,10,3.48122E-05,0,2.66655E-06,10
หมู่บ้าน,22,7.27892E-05,21,5.8664E-05,43
หมูยอ,13,4.43065E-05,0,2.66655E-06,13
หยัง,19,6.32949E-05,10,2.9332E-05,29
หยิ่ง,17,5.69655E-05,0,2.66655E-06,17
หยิ่น,20,6.64597E-05,0,2.66655E-06,20
หยิบ,14,4.74712E-05,12,3.46651E-05,26
หยุด,114,0.000363946,165,0.000442647,279
หรอ,226,0.000718398,162,0.000434647,388
หรอก,101,0.000322804,137,0.000367983,238
หรา,25,8.22834E-05,10,2.9332E-05,35
หรือว่า,12,4.11417E-05,0,2.66655E-06,12
หล…,0,3.16475E-06,13,3.73316E-05,13
หลง,29,9.49424E-05,16,4.53313E-05,45
หลงเชื่อ,0,3.16475E-06,29,7.99964E-05,29
หลบ,13,4.43065E-05,0,2.66655E-06,13
หลวง,32,0.000104437,145,0.000389316,177
หลวงพ่อ,15,5.0636E-05,0,2.66655E-06,15
หลอ,0,3.16475E-06,10,2.9332E-05,10
หล่อ,402,0.001275393,0,2.66655E-06,402
หลอก,29,9.49424E-05,75,0.000202657,104
หลอกลวง,0,3.16475E-06,10,2.9332E-05,10
หลอด,18,6.01302E-05,0,2.66655E-06,18
หลอดเลือด,0,3.16475E-06,18,5.06644E-05,18
หละ,13,4.43065E-05,0,2.66655E-06,13
หล่ะ,0,3.16475E-06,16,4.53313E-05,16
หละหลวม,0,3.16475E-06,14,3.99982E-05,14
หลัก,22,7.27892E-05,59,0.000159993,81
หลักฐาน,13,4.43065E-05,51,0.00013866,64
หลักสูตร,0,3.16475E-06,45,0.000122661,45
หลั่ง,0,3.16475E-06,16,4.53313E-05,16
หลังคา,0,3.16475E-06,60,0.000162659,60
หลังจากที่,0,3.16475E-06,20,5.59975E-05,20
หลั่งไหล,0,3.16475E-06,17,4.79978E-05,17
หลับ,62,0.000199379,11,3.19985E-05,73
หลับตา,14,4.74712E-05,0,2.66655E-06,14
หลากหลาย,0,3.16475E-06,10,2.9332E-05,10
หลาน,14,4.74712E-05,21,5.8664E-05,35
หลุด,47,0.000151908,33,9.06626E-05,80
หวง,19,6.32949E-05,0,2.66655E-06,19
ห่วง,33,0.000107601,39,0.000106662,72
ห่วงใย,0,3.16475E-06,154,0.000413315,154
ห้วย,17,5.69655E-05,52,0.000141327,69
ห้วยขวาง,19,6.32949E-05,0,2.66655E-06,19
หวัง,45,0.000145578,53,0.000143993,98
หวั่น,0,3.16475E-06,19,5.33309E-05,19
หวั่นไหว,10,3.48122E-05,0,2.66655E-06,10
หว่า,14,4.74712E-05,15,4.26647E-05,29
หวาน,80,0.000256345,15,4.26647E-05,95
หวานใจ,47,0.000151908,0,2.66655E-06,47
หวีด,27,8.86129E-05,0,2.66655E-06,27
หอ,26,8.54482E-05,0,2.66655E-06,26
ห่อ,13,4.43065E-05,0,2.66655E-06,13
ห้อง,361,0.001145639,24,6.66636E-05,385
ห้องน้ำ,24,7.91187E-05,0,2.66655E-06,24
ห้องเรียน,0,3.16475E-06,14,3.99982E-05,14
ห้องส่วนตัว,14,4.74712E-05,0,2.66655E-06,14
หอม,52,0.000167732,0,2.66655E-06,52
หอย,16,5.38007E-05,0,2.66655E-06,16
หัก,13,4.43065E-05,29,7.99964E-05,42
หัด,10,3.48122E-05,31,8.53295E-05,41
หัน,13,4.43065E-05,10,2.9332E-05,23
หันหน้า,0,3.16475E-06,11,3.19985E-05,11
หัว,137,0.000436735,145,0.000389316,282
หัวข้อ,0,3.16475E-06,19,5.33309E-05,19
หัวใจ,157,0.00050003,47,0.000127994,204
หัวใจสำคัญ,0,3.16475E-06,10,2.9332E-05,10
หัวเราะ,25,8.22834E-05,0,2.66655E-06,25
หัวหน้า,0,3.16475E-06,28,7.73298E-05,28
หัวหน้าพรรค,0,3.16475E-06,53,0.000143993,53
หัส,22,7.27892E-05,0,2.66655E-06,22
หา,475,0.00150642,204,0.000546642,679
ห่า,18,6.01302E-05,14,3.99982E-05,32
ห้า,26,8.54482E-05,17,4.79978E-05,43
หากิน,0,3.16475E-06,11,3.19985E-05,11
หาง,12,4.11417E-05,0,2.66655E-06,12
ห่าง,21,6.96244E-05,0,2.66655E-06,21
ห้าง,36,0.000117096,71,0.000191991,107
ห่างไกล,0,3.16475E-06,14,3.99982E-05,14
หาเงิน,13,4.43065E-05,0,2.66655E-06,13
หาด,19,6.32949E-05,0,2.66655E-06,19
หาดใหญ่,90,0.000287992,0,2.66655E-06,90
ห้าม,71,0.000227862,57,0.00015466,128
หาไม่,12,4.11417E-05,0,2.66655E-06,12
หาย,170,0.000541172,124,0.000333318,294
หาร,15,5.0636E-05,0,2.66655E-06,15
หาเรื่อง,0,3.16475E-06,27,7.46633E-05,27
หาว่า,10,3.48122E-05,11,3.19985E-05,21
หาเสียง,0,3.16475E-06,25,6.93302E-05,25
หำ,12,4.11417E-05,0,2.66655E-06,12
หิน,47,0.000151908,0,2.66655E-06,47
หิมพานต์,13,4.43065E-05,0,2.66655E-06,13
หิว,98,0.00031331,11,3.19985E-05,109
หิ้ว,43,0.000139249,10,2.9332E-05,53
หิวข้าว,12,4.11417E-05,0,2.66655E-06,12
หี,143,0.000455724,0,2.66655E-06,143
หือ,12,4.11417E-05,0,2.66655E-06,12
หุ่น,65,0.000208873,0,2.66655E-06,65
หุ้น,0,3.16475E-06,21,5.8664E-05,21
หุ่นดี,12,4.11417E-05,0,2.66655E-06,12
หู,32,0.000104437,0,2.66655E-06,32
เห,45,0.000145578,57,0.00015466,102
เหงา,202,0.000642444,22,6.13306E-05,224
เหงื่อ,14,4.74712E-05,0,2.66655E-06,14
เห็ด,11,3.7977E-05,0,2.66655E-06,11
เหตุการณ์,0,3.16475E-06,431,0.001151948,431
เห็นใจ,0,3.16475E-06,20,5.59975E-05,20
เห็นด้วย,11,3.7977E-05,107,0.000287987,118
เหนือ,30,9.81072E-05,36,9.86622E-05,66
เหนื่อย,136,0.00043357,37,0.000101329,173
เหม็น,14,4.74712E-05,19,5.33309E-05,33
เหมา,24,7.91187E-05,44,0.000119995,68
เหมาะ,11,3.7977E-05,0,2.66655E-06,11
เหมาะสม,0,3.16475E-06,17,4.79978E-05,17
เหมียน,11,3.7977E-05,0,2.66655E-06,11
เหมียว,11,3.7977E-05,0,2.66655E-06,11
เหมือน,291,0.000924106,154,0.000413315,445
เหมือนกัน,126,0.000401923,107,0.000287987,233
เหมือนกับ,0,3.16475E-06,24,6.66636E-05,24
เหมือนเดิม,43,0.000139249,22,6.13306E-05,65
เหยื่อ,11,3.7977E-05,69,0.000186658,80
เหรอ,104,0.000332298,82,0.000221323,186
เหรียญ,0,3.16475E-06,15,4.26647E-05,15
เหล็ก,0,3.16475E-06,13,3.73316E-05,13
เหล้า,31,0.000101272,0,2.66655E-06,31
เหล่าทัพ,0,3.16475E-06,40,0.000109328,40
เหลือง,27,8.86129E-05,0,2.66655E-06,27
เห้อ,36,0.000117096,10,2.9332E-05,46
เหอะ,30,9.81072E-05,0,2.66655E-06,30
เห่า,0,3.16475E-06,29,7.99964E-05,29
เหี้ย,181,0.000575984,88,0.000237323,269
เหี้ยม,0,3.16475E-06,11,3.19985E-05,11
แห,44,0.000142414,19,5.33309E-05,63
แห่,0,3.16475E-06,16,4.53313E-05,16
แหก,0,3.16475E-06,10,2.9332E-05,10
แหง,13,4.43065E-05,0,2.66655E-06,13
แห้ง,22,7.27892E-05,66,0.000178659,88
แห่งชาติ,204,0.000648773,56,0.000151993,260
แหม,17,5.69655E-05,16,4.53313E-05,33
แหม่ม,0,3.16475E-06,13,3.73316E-05,13
แหล่ง,0,3.16475E-06,30,8.26629E-05,30
แหล่งข่าว,0,3.16475E-06,20,5.59975E-05,20
แหล่งท่องเที่ยว,0,3.16475E-06,11,3.19985E-05,11
แหลม,10,3.48122E-05,0,2.66655E-06,10
แหลมฉบัง,44,0.000142414,11,3.19985E-05,55
แหะๆ,11,3.7977E-05,0,2.66655E-06,11
โห,32,0.000104437,15,4.26647E-05,47
โหด,15,5.0636E-05,16,4.53313E-05,31
โหน,0,3.16475E-06,13,3.73316E-05,13
โหน่ง,0,3.16475E-06,25,6.93302E-05,25
โหมด,15,5.0636E-05,0,2.66655E-06,15
โหลด,17,5.69655E-05,0,2.66655E-06,17
โหวต,36,0.000117096,62,0.000167992,98
ให้การ,0,3.16475E-06,49,0.000133327,49
ให้กำลังใจ,19,6.32949E-05,114,0.000306653,133
ให้เกียรติ,0,3.16475E-06,27,7.46633E-05,27
ให้ความรู้,0,3.16475E-06,24,6.66636E-05,24
ให้ได้,49,0.000158237,69,0.000186658,118
ใหน,24,7.91187E-05,24,6.66636E-05,48
ให้บริการ,0,3.16475E-06,23,6.39971E-05,23
ใหย่,10,3.48122E-05,0,2.66655E-06,10
ให้เหตุผล,0,3.16475E-06,11,3.19985E-05,11
ไห,49,0.000158237,20,5.59975E-05,69
ไห้,39,0.00012659,212,0.000567974,251
ไหนจะ,14,4.74712E-05,0,2.66655E-06,14
ไหม,404,0.001281723,139,0.000373316,543
ไหม้,0,3.16475E-06,65,0.000175992,65
ไหล,27,8.86129E-05,0,2.66655E-06,27
ไหล่,16,5.38007E-05,0,2.66655E-06,16
ไหว,206,0.000655103,25,6.93302E-05,231
ไหว้,40,0.000129755,12,3.46651E-05,52
ไหว้พระ,11,3.7977E-05,0,2.66655E-06,11
อ,221,0.000702574,52,0.000141327,273
อ.บ.,0,3.16475E-06,15,4.26647E-05,15
อ…,0,3.16475E-06,21,5.8664E-05,21
"อ…""",0,3.16475E-06,55,0.000149327,55
อก,58,0.00018672,0,2.66655E-06,58
อกหัก,22,7.27892E-05,0,2.66655E-06,22
อง,10,3.48122E-05,0,2.66655E-06,10
องค์,30,9.81072E-05,0,2.66655E-06,30
องค์กร,0,3.16475E-06,33,9.06626E-05,33
องค์ประชุม,0,3.16475E-06,19,5.33309E-05,19
องคมนตรี,0,3.16475E-06,35,9.59956E-05,35
องศา,12,4.11417E-05,0,2.66655E-06,12
อด,34,0.000110766,11,3.19985E-05,45
อดทน,12,4.11417E-05,0,2.66655E-06,12
อดิ,0,3.16475E-06,27,7.46633E-05,27
อดุลยเดช,22,7.27892E-05,0,2.66655E-06,22
อต,34,0.000110766,0,2.66655E-06,34
อธิบาย,10,3.48122E-05,0,2.66655E-06,10
อธิปไตย,0,3.16475E-06,31,8.53295E-05,31
อน,15,5.0636E-05,49,0.000133327,64
อนาคต,29,9.49424E-05,599,0.001599927,628
อนามัย,28,9.17777E-05,252,0.000674636,280
อนุ,13,4.43065E-05,17,4.79978E-05,30
อนุชน,150,0.000477877,0,2.66655E-06,150
อนุญาต,12,4.11417E-05,16,4.53313E-05,28
อนุทิน,0,3.16475E-06,27,7.46633E-05,27
อนุโมทนา,11,3.7977E-05,11,3.19985E-05,22
อนุรักษ์,0,3.16475E-06,18,5.06644E-05,18
อเนก,0,3.16475E-06,11,3.19985E-05,11
อบ,10,3.48122E-05,0,2.66655E-06,10
อบต.,0,3.16475E-06,15,4.26647E-05,15
อบอุ่น,31,0.000101272,11,3.19985E-05,42
อภิ,0,3.16475E-06,81,0.000218657,81
อภิปราย,0,3.16475E-06,104,0.000279987,104
อม,167,0.000531678,0,2.66655E-06,167
อเมริกัน,0,3.16475E-06,20,5.59975E-05,20
อเมริกา,0,3.16475E-06,10,2.9332E-05,10
อย่า,343,0.001088673,603,0.001610594,946
อยากได้,154,0.000490536,19,5.33309E-05,173
อยากรู้,27,8.86129E-05,12,3.46651E-05,39
อยุ่,27,8.86129E-05,23,6.39971E-05,50
อยุธยา,84,0.000269004,0,2.66655E-06,84
อยู่ดี,18,6.01302E-05,14,3.99982E-05,32
อยู่ดีๆ,11,3.7977E-05,0,2.66655E-06,11
อยู่เลย,23,7.59539E-05,11,3.19985E-05,34
อยู่แล้ว,46,0.000148743,55,0.000149327,101
อร,39,0.00012659,38,0.000103995,77
อรรถ,0,3.16475E-06,35,9.59956E-05,35
อร่อย,242,0.000769034,0,2.66655E-06,242
อริ,0,3.16475E-06,26,7.19967E-05,26
อลังการ,0,3.16475E-06,15,4.26647E-05,15
อ้วก,13,4.43065E-05,0,2.66655E-06,13
อวกาศ,0,3.16475E-06,19,5.33309E-05,19
อ้วน,134,0.000427241,11,3.19985E-05,145
อวบ,50,0.000161402,0,2.66655E-06,50
อวบอ้วน,13,4.43065E-05,0,2.66655E-06,13
อวย,28,9.17777E-05,0,2.66655E-06,28
อวยพร,21,6.96244E-05,0,2.66655E-06,21
อโศก,14,4.74712E-05,0,2.66655E-06,14
อสรพิษ,36,0.000117096,0,2.66655E-06,36
อห,33,0.000107601,0,2.66655E-06,33
ออ,372,0.001180451,42,0.000114661,414
อ่อ,27,8.86129E-05,0,2.66655E-06,27
อ้อ,14,4.74712E-05,0,2.66655E-06,14
อ๋อ,16,5.38007E-05,0,2.66655E-06,16
ออกกำลังกาย,25,8.22834E-05,12,3.46651E-05,37
ออกจาก,33,0.000107601,89,0.000239989,122
ออกแบบ,0,3.16475E-06,12,3.46651E-05,12
ออกมา,103,0.000329134,244,0.000653304,347
ออเดอร์,13,4.43065E-05,0,2.66655E-06,13
ออน,36,0.000117096,10,2.9332E-05,46
อ่อน,15,5.0636E-05,16,4.53313E-05,31
อ้อน,25,8.22834E-05,0,2.66655E-06,25
อ่อนนุช,39,0.00012659,0,2.66655E-06,39
อ่อนโยน,11,3.7977E-05,0,2.66655E-06,11
ออนไลน์,46,0.000148743,105,0.000282654,151
ออฟ,31,0.000101272,0,2.66655E-06,31
อ้อม,21,6.96244E-05,0,2.66655E-06,21
อ่อย,49,0.000158237,0,2.66655E-06,49
ออสเตรเลีย,0,3.16475E-06,42,0.000114661,42
อะ,408,0.001294382,65,0.000175992,473
อ่ะ,453,0.001436795,115,0.000309319,568
อะนะ,0,3.16475E-06,14,3.99982E-05,14
อักเสบ,0,3.16475E-06,18,5.06644E-05,18
อังกฤษ,15,5.0636E-05,18,5.06644E-05,33
อัด,0,3.16475E-06,38,0.000103995,38
อัตรา,0,3.16475E-06,24,6.66636E-05,24
อันดับ,22,7.27892E-05,18,5.06644E-05,40
อันตราย,11,3.7977E-05,36,9.86622E-05,47
อันนี้,96,0.00030698,39,0.000106662,135
อัปเดต,0,3.16475E-06,29,7.99964E-05,29
อัพ,12,4.11417E-05,0,2.66655E-06,12
อา,132,0.000420911,44,0.000119995,176
อ่า,117,0.00037344,0,2.66655E-06,117
อ้า,13,4.43065E-05,0,2.66655E-06,13
อาการ,46,0.000148743,50,0.000135994,96
อากาศ,155,0.000493701,59,0.000159993,214
อาคาร,0,3.16475E-06,53,0.000143993,53
อ่าง,15,5.0636E-05,0,2.66655E-06,15
อ้าง,0,3.16475E-06,62,0.000167992,62
อาจารย์,15,5.0636E-05,42,0.000114661,57
อาชญากร,0,3.16475E-06,17,4.79978E-05,17
อาชีพ,13,4.43065E-05,27,7.46633E-05,40
อาเซียน,0,3.16475E-06,13,3.73316E-05,13
อาญา,0,3.16475E-06,18,5.06644E-05,18
อ่าน,140,0.000446229,318,0.000850628,458
อ่านหนังสือ,10,3.48122E-05,0,2.66655E-06,10
อาบ,15,5.0636E-05,0,2.66655E-06,15
อาบน้ำ,53,0.000170896,0,2.66655E-06,53
อาย,12,4.11417E-05,13,3.73316E-05,25
อ้าย,61,0.000196214,0,2.66655E-06,61
อายุ,71,0.000227862,44,0.000119995,115
อาร์ต,14,4.74712E-05,0,2.66655E-06,14
อารมณ์,34,0.000110766,18,5.06644E-05,52
อารักขา,0,3.16475E-06,16,4.53313E-05,16
อารี,10,3.48122E-05,10,2.9332E-05,20
อ่าว,29,9.49424E-05,12,3.46651E-05,41
อ้าว,32,0.000104437,22,6.13306E-05,54
อาวุธ,0,3.16475E-06,103,0.000277321,103
อาวุธยุทโธปกรณ์,0,3.16475E-06,10,2.9332E-05,10
อาศัย,0,3.16475E-06,18,5.06644E-05,18
อาสา,20,6.64597E-05,349,0.000933291,369
อาสาสมัคร,0,3.16475E-06,18,5.06644E-05,18
อาหาร,71,0.000227862,13,3.73316E-05,84
อาหารเช้า,0,3.16475E-06,10,2.9332E-05,10
อำ,12,4.11417E-05,0,2.66655E-06,12
อำแดง,0,3.16475E-06,19,5.33309E-05,19
อำนวยความสะดวก,0,3.16475E-06,34,9.33291E-05,34
อำนาจ,0,3.16475E-06,20,5.59975E-05,20
อำนาจศาล,0,3.16475E-06,10,2.9332E-05,10
อำเภอ,32,0.000104437,45,0.000122661,77
อิ,117,0.00037344,22,6.13306E-05,139
อิจฉา,25,8.22834E-05,0,2.66655E-06,25
อิด,12,4.11417E-05,0,2.66655E-06,12
อิ๊ด”,0,3.16475E-06,22,6.13306E-05,22
อิทธิ,32,0.000104437,0,2.66655E-06,32
อิน,79,0.00025318,94,0.000253322,173
อินเดีย,0,3.16475E-06,25,6.93302E-05,25
อินโดนีเซีย,0,3.16475E-06,12,3.46651E-05,12
อินทร,0,3.16475E-06,19,5.33309E-05,19
