Word,fq_No,prob_no,fq_Yes,prob_yes,fq_total
Cobra,0,3.16475E-06,23,6.39971E-05,23
Code,19,6.32949E-05,0,2.66655E-06,19
Combat,0,3.16475E-06,18,5.06644E-05,18
Coming,0,3.16475E-06,10,2.9332E-05,10
Commander,0,3.16475E-06,12,3.46651E-05,12
consernews,0,3.16475E-06,123,0.000330652,123
cooking,16,5.38007E-05,0,2.66655E-06,16
coronavirus,0,3.16475E-06,10,2.9332E-05,10
COVID,22,7.27892E-05,100,0.000269321,122
COVID-,0,3.16475E-06,64,0.000173325,64
cr,68,0.000218368,36,9.86622E-05,104
Crazyz,0,3.16475E-06,43,0.000117328,43
CSDThailand,0,3.16475E-06,15,4.26647E-05,15
CTRPANUWAT,11,3.7977E-05,0,2.66655E-06,11
cumkom,0,3.16475E-06,13,3.73316E-05,13
cyugala,0,3.16475E-06,12,3.46651E-05,12
cz,12,4.11417E-05,0,2.66655E-06,12
D,229,0.000727892,89,0.000239989,318
Dadjarit,0,3.16475E-06,21,5.8664E-05,21
DailynewsTwit,0,3.16475E-06,18,5.06644E-05,18
Dark,14,4.74712E-05,0,2.66655E-06,14
Day,40,0.000129755,18,5.06644E-05,58
dayrajchanshare,0,3.16475E-06,69,0.000186658,69
dbBXhcpilh,0,3.16475E-06,18,5.06644E-05,18
dbIE,0,3.16475E-06,11,3.19985E-05,11
de,0,3.16475E-06,11,3.19985E-05,11
dee,15,5.0636E-05,0,2.66655E-06,15
deer,13,4.43065E-05,0,2.66655E-06,13
Demm,0,3.16475E-06,48,0.000130661,48
DestinyClinicxMss,93,0.000297486,0,2.66655E-06,93
DestinyNeverAlone,18,6.01302E-05,0,2.66655E-06,18
di,11,3.7977E-05,0,2.66655E-06,11
DIV,0,3.16475E-06,106,0.00028532,106
DjOy,0,3.16475E-06,12,3.46651E-05,12
Dk,10,3.48122E-05,0,2.66655E-06,10
dkQ,0,3.16475E-06,11,3.19985E-05,11
Dm,149,0.000474712,14,3.99982E-05,163
dO,0,3.16475E-06,11,3.19985E-05,11
dok,0,3.16475E-06,11,3.19985E-05,11
drama,12,4.11417E-05,347,0.000927958,359
DrNarumonP,0,3.16475E-06,55,0.000149327,55
DrnewSuphanat,0,3.16475E-06,15,4.26647E-05,15
dSEB,0,3.16475E-06,11,3.19985E-05,11
dT,10,3.48122E-05,0,2.66655E-06,10
e,170,0.000541172,167,0.00044798,337
eCGn,0,3.16475E-06,74,0.000199991,74
ecsuRDO,0,3.16475E-06,24,6.66636E-05,24
eE,0,3.16475E-06,38,0.000103995,38
EfAKuw,0,3.16475E-06,159,0.000426647,159
eger,0,3.16475E-06,25,6.93302E-05,25
EJanNews,0,3.16475E-06,37,0.000101329,37
elsiamth,0,3.16475E-06,12,3.46651E-05,12
EMS,19,6.32949E-05,0,2.66655E-06,19
EP,149,0.000474712,24,6.66636E-05,173
Er,10,3.48122E-05,0,2.66655E-06,10
EsBCS,0,3.16475E-06,43,0.000117328,43
EU,0,3.16475E-06,12,3.46651E-05,12
EWGVyl,0,3.16475E-06,13,3.73316E-05,13
eWtsntBt,0,3.16475E-06,15,4.26647E-05,15
EX,0,3.16475E-06,10,2.9332E-05,10
f,202,0.000642444,130,0.000349317,332
face,0,3.16475E-06,16,4.53313E-05,16
FACEBOOK,0,3.16475E-06,20,5.59975E-05,20
fai,17,5.69655E-05,0,2.66655E-06,17
fake,0,3.16475E-06,37,0.000101329,37
FapQRVE,0,3.16475E-06,74,0.000199991,74
FashionIsland,19,6.32949E-05,0,2.66655E-06,19
FB,27,8.86129E-05,0,2.66655E-06,27
FC,18,6.01302E-05,0,2.66655E-06,18
FCRMP,0,3.16475E-06,216,0.00057864,216
Feelgoodmassag,12,4.11417E-05,0,2.66655E-06,12
fellerian,12,4.11417E-05,0,2.66655E-06,12
FhPI,0,3.16475E-06,12,3.46651E-05,12
FightInProcess,0,3.16475E-06,33,9.06626E-05,33
FirstStage,40,0.000129755,0,2.66655E-06,40
Fitness,0,3.16475E-06,16,4.53313E-05,16
FLYHIGHxMINTMAGTH,10,3.48122E-05,0,2.66655E-06,10
fm,10,3.48122E-05,56,0.000151993,66
food,11,3.7977E-05,0,2.66655E-06,11
for,44,0.000142414,26,7.19967E-05,70
fqNbaUiwCbBUFuJ,0,3.16475E-06,159,0.000426647,159
freesize,14,4.74712E-05,0,2.66655E-06,14
from,12,4.11417E-05,0,2.66655E-06,12
fs,11,3.7977E-05,0,2.66655E-06,11
FsDjoeacCywB,0,3.16475E-06,159,0.000426647,159
fsginzM,0,3.16475E-06,10,2.9332E-05,10
FSJ,0,3.16475E-06,17,4.79978E-05,17
ft,10,3.48122E-05,0,2.66655E-06,10
FUHrB,15,5.0636E-05,0,2.66655E-06,15
FULL,0,3.16475E-06,10,2.9332E-05,10
fwb,91,0.000291157,0,2.66655E-06,91
FWP,0,3.16475E-06,611,0.001631926,611
fwpnpt,0,3.16475E-06,24,6.66636E-05,24
FWPthailand,0,3.16475E-06,266,0.000711968,266
FWPthailandBad,0,3.16475E-06,17,4.79978E-05,17
FXwMHAv,0,3.16475E-06,15,4.26647E-05,15
g,187,0.000594972,102,0.000274654,289
Ga,10,3.48122E-05,0,2.66655E-06,10
gbYWwG,15,5.0636E-05,0,2.66655E-06,15
geckocooking,0,3.16475E-06,15,4.26647E-05,15
GeeBaBy,18,6.01302E-05,0,2.66655E-06,18
Get,0,3.16475E-06,14,3.99982E-05,14
gevh,0,3.16475E-06,17,4.79978E-05,17
gg,13,4.43065E-05,0,2.66655E-06,13
Give,13,4.43065E-05,0,2.66655E-06,13
gJ,0,3.16475E-06,22,6.13306E-05,22
GMM,15,5.0636E-05,0,2.66655E-06,15
GMMTV,21,6.96244E-05,0,2.66655E-06,21
Gold,0,3.16475E-06,24,6.66636E-05,24
Good,11,3.7977E-05,0,2.66655E-06,11
Got,498,0.001579209,11,3.19985E-05,509
GQvE,0,3.16475E-06,15,4.26647E-05,15
Grand,0,3.16475E-06,10,2.9332E-05,10
GrandStationwithNont,11,3.7977E-05,0,2.66655E-06,11
GrandStationXWinterFestival,14,4.74712E-05,0,2.66655E-06,14
grimmjow,0,3.16475E-06,25,6.93302E-05,25
Group,11,3.7977E-05,0,2.66655E-06,11
GsSvdvZUwcnq,0,3.16475E-06,27,7.46633E-05,27
gt,0,3.16475E-06,47,0.000127994,47
gTE,0,3.16475E-06,10,2.9332E-05,10
gtjOcXr,0,3.16475E-06,17,4.79978E-05,17
Gulf,13,4.43065E-05,0,2.66655E-06,13
gulfkanawut,83,0.000265839,0,2.66655E-06,83
GWVs,0,3.16475E-06,12,3.46651E-05,12
gxxod,15,5.0636E-05,0,2.66655E-06,15
GY,0,3.16475E-06,19,5.33309E-05,19
H,155,0.000493701,147,0.000394649,302
Happy,33,0.000107601,0,2.66655E-06,33
HappyBirthdayJin,16,5.38007E-05,0,2.66655E-06,16
HappyGulfDay,17,5.69655E-05,0,2.66655E-06,17
HAPPYJINDAY,19,6.32949E-05,0,2.66655E-06,19
happyKANAWUTday,45,0.000145578,0,2.66655E-06,45
happyKNWday,40,0.000129755,0,2.66655E-06,40
have,14,4.74712E-05,0,2.66655E-06,14
HBD,32,0.000104437,0,2.66655E-06,32
HD,22,7.27892E-05,0,2.66655E-06,22
he,12,4.11417E-05,0,2.66655E-06,12
hengsuaycountry,0,3.16475E-06,25,6.93302E-05,25
Hero,0,3.16475E-06,10,2.9332E-05,10
hG,0,3.16475E-06,16,4.53313E-05,16
hH,0,3.16475E-06,13,3.73316E-05,13
hi,13,4.43065E-05,22,6.13306E-05,35
HIMuwuy,0,3.16475E-06,11,3.19985E-05,11
Hirunkit,11,3.7977E-05,0,2.66655E-06,11
his,11,3.7977E-05,0,2.66655E-06,11
hllod,0,3.16475E-06,11,3.19985E-05,11
hm,0,3.16475E-06,19,5.33309E-05,19
Home,19,6.32949E-05,0,2.66655E-06,19
Hot,12,4.11417E-05,0,2.66655E-06,12
Hotline,0,3.16475E-06,10,2.9332E-05,10
house,15,5.0636E-05,18,5.06644E-05,33
HowtoPerfect,12,4.11417E-05,0,2.66655E-06,12
hp,10,3.48122E-05,14,3.99982E-05,24
hQ,12,4.11417E-05,0,2.66655E-06,12
hRTeTAf,0,3.16475E-06,17,4.79978E-05,17
HS,0,3.16475E-06,11,3.19985E-05,11
Ht,0,3.16475E-06,35,9.59956E-05,35
htt,0,3.16475E-06,48,0.000130661,48
http,0,3.16475E-06,73,0.000197324,73
https,8298,0.026264237,5157,0.013754043,13455
HV,0,3.16475E-06,11,3.19985E-05,11
hX,13,4.43065E-05,0,2.66655E-06,13
Hyunjin,0,3.16475E-06,33,9.06626E-05,33
i,288,0.000914612,141,0.00037865,429
iamToot,0,3.16475E-06,23,6.39971E-05,23
IC,13,4.43065E-05,0,2.66655E-06,13
id,137,0.000436735,14,3.99982E-05,151
IDOLEXCHANGExBKC,32,0.000104437,0,2.66655E-06,32
iE,15,5.0636E-05,0,2.66655E-06,15
If,20,6.64597E-05,0,2.66655E-06,20
IG,42,0.000136084,0,2.66655E-06,42
IGOT,58,0.00018672,0,2.66655E-06,58
ikea,10,3.48122E-05,0,2.66655E-06,10
iLawclub,0,3.16475E-06,113,0.000303986,113
iLawFX,0,3.16475E-06,11,3.19985E-05,11
Im,13,4.43065E-05,0,2.66655E-06,13
in,80,0.000256345,33,9.06626E-05,113
INamKaa,0,3.16475E-06,33,9.06626E-05,33
INFANTRY,0,3.16475E-06,105,0.000282654,105
INFDIV,0,3.16475E-06,17,4.79978E-05,17
inside,11,3.7977E-05,0,2.66655E-06,11
IO,15,5.0636E-05,44,0.000119995,59
iPhone,37,0.00012026,0,2.66655E-06,37
iQIYI,10,3.48122E-05,0,2.66655E-06,10
IrPjo,0,3.16475E-06,19,5.33309E-05,19
is,37,0.00012026,16,4.53313E-05,53
IsaanSopha,0,3.16475E-06,10,2.9332E-05,10
issarar,0,3.16475E-06,24,6.66636E-05,24
It,16,5.38007E-05,19,5.33309E-05,35
IV,13,4.43065E-05,0,2.66655E-06,13
iVdVeJaOOI,0,3.16475E-06,29,7.99964E-05,29
iy,0,3.16475E-06,40,0.000109328,40
J,148,0.000471547,121,0.000325319,269
JacksonWang,16,5.38007E-05,0,2.66655E-06,16
Jaebeom,13,4.43065E-05,0,2.66655E-06,13
JB,12,4.11417E-05,0,2.66655E-06,12
je,15,5.0636E-05,0,2.66655E-06,15
JHLS,0,3.16475E-06,19,5.33309E-05,19
JHoungsub,0,3.16475E-06,17,4.79978E-05,17
JIN,20,6.64597E-05,0,2.66655E-06,20
Jinyoung,14,4.74712E-05,0,2.66655E-06,14
JLI,0,3.16475E-06,10,2.9332E-05,10
JM,0,3.16475E-06,33,9.06626E-05,33
johnwinyu,0,3.16475E-06,37,0.000101329,37
jomjai,0,3.16475E-06,20,5.59975E-05,20
jr,13,4.43065E-05,0,2.66655E-06,13
JrSOoVtvy,0,3.16475E-06,18,5.06644E-05,18
js,16,5.38007E-05,17,4.79978E-05,33
Jtefj,0,3.16475E-06,11,3.19985E-05,11
JuahuaHeadline,0,3.16475E-06,324,0.000866627,324
juearch,17,5.69655E-05,0,2.66655E-06,17
Just,17,5.69655E-05,0,2.66655E-06,17
JVXx,0,3.16475E-06,11,3.19985E-05,11
K,217,0.000689915,131,0.000351984,348
ka,16,5.38007E-05,22,6.13306E-05,38
KA-,0,3.16475E-06,22,6.13306E-05,22
kandainthai,0,3.16475E-06,26,7.19967E-05,26
kanphak,0,3.16475E-06,10,2.9332E-05,10
kapookdotcom,0,3.16475E-06,10,2.9332E-05,10
kasemsanmeethip,0,3.16475E-06,44,0.000119995,44
katchata,0,3.16475E-06,47,0.000127994,47
katsuraxnosora,0,3.16475E-06,12,3.46651E-05,12
KDPPE,27,8.86129E-05,0,2.66655E-06,27
kE,0,3.16475E-06,13,3.73316E-05,13
Kea,0,3.16475E-06,17,4.79978E-05,17
KemAndWoodyshow,21,6.96244E-05,0,2.66655E-06,21
Kg,0,3.16475E-06,18,5.06644E-05,18
KH,12,4.11417E-05,0,2.66655E-06,12
KhaosodEnglish,0,3.16475E-06,26,7.19967E-05,26
khunpreut,0,3.16475E-06,13,3.73316E-05,13
kick,0,3.16475E-06,41,0.000111995,41
KiimMon,11,3.7977E-05,0,2.66655E-06,11
king,25,8.22834E-05,20,5.59975E-05,45
KingPowerOnline,11,3.7977E-05,0,2.66655E-06,11
kk,27,8.86129E-05,0,2.66655E-06,27
klaikong,0,3.16475E-06,45,0.000122661,45
Kom,0,3.16475E-06,30,8.26629E-05,30
konjing,0,3.16475E-06,20,5.59975E-05,20
kovitw,0,3.16475E-06,68,0.000183992,68
KP,0,3.16475E-06,12,3.46651E-05,12
KRf,0,3.16475E-06,16,4.53313E-05,16
KristPerawat,40,0.000129755,0,2.66655E-06,40
kristtps,10,3.48122E-05,0,2.66655E-06,10
KT,10,3.48122E-05,32,8.7996E-05,42
ktnewsonline,0,3.16475E-06,55,0.000149327,55
Ku,0,3.16475E-06,16,4.53313E-05,16
Kunthida,0,3.16475E-06,63,0.000170659,63
kZ,0,3.16475E-06,31,8.53295E-05,31
l,165,0.000525348,109,0.00029332,274
la,14,4.74712E-05,0,2.66655E-06,14
Larn,0,3.16475E-06,13,3.73316E-05,13
LAST,16,5.38007E-05,0,2.66655E-06,16
LastIFound,0,3.16475E-06,11,3.19985E-05,11
LastPiece,77,0.00024685,0,2.66655E-06,77
ld,16,5.38007E-05,0,2.66655E-06,16
lee,13,4.43065E-05,0,2.66655E-06,13
Let,0,3.16475E-06,13,3.73316E-05,13
LGinlove,0,3.16475E-06,18,5.06644E-05,18
LhxwPwUc,0,3.16475E-06,11,3.19985E-05,11
life,10,3.48122E-05,0,2.66655E-06,10
Like,0,3.16475E-06,12,3.46651E-05,12
Line,136,0.00043357,0,2.66655E-06,136
LINETODAY,0,3.16475E-06,15,4.26647E-05,15
LISA,13,4.43065E-05,0,2.66655E-06,13
live,23,7.59539E-05,29,7.99964E-05,52
Lixian,11,3.7977E-05,0,2.66655E-06,11
LJ,10,3.48122E-05,0,2.66655E-06,10
ll,21,6.96244E-05,0,2.66655E-06,21
Lm,10,3.48122E-05,0,2.66655E-06,10
loong,13,4.43065E-05,0,2.66655E-06,13
love,30,9.81072E-05,22,6.13306E-05,52
lovegenprayut,0,3.16475E-06,14,3.99982E-05,14
Lovely,0,3.16475E-06,35,9.59956E-05,35
lS,11,3.7977E-05,0,2.66655E-06,11
lT,0,3.16475E-06,14,3.99982E-05,14
Lucky,0,3.16475E-06,25,6.93302E-05,25
luek,0,3.16475E-06,30,8.26629E-05,30
lUvpvo,0,3.16475E-06,17,4.79978E-05,17
Lw,10,3.48122E-05,12,3.46651E-05,22
Lyn,13,4.43065E-05,0,2.66655E-06,13
LyVqwEhqm,0,3.16475E-06,10,2.9332E-05,10
M,238,0.000756375,132,0.000354651,370
MA,0,3.16475E-06,11,3.19985E-05,11
MaisonWanvipa,0,3.16475E-06,64,0.000173325,64
MAMA,36,0.000117096,0,2.66655E-06,36
MAMAVOTE,18,6.01302E-05,0,2.66655E-06,18
mangpowing,15,5.0636E-05,0,2.66655E-06,15
Market,20,6.64597E-05,0,2.66655E-06,20
MatichonOnline,22,7.27892E-05,253,0.000677303,275
MatichonTV,0,3.16475E-06,41,0.000111995,41
Maya,15,5.0636E-05,0,2.66655E-06,15
MC,0,3.16475E-06,62,0.000167992,62
mcot,0,3.16475E-06,10,2.9332E-05,10
MD,11,3.7977E-05,0,2.66655E-06,11
MDB,0,3.16475E-06,13,3.73316E-05,13
me,35,0.000113931,0,2.66655E-06,35
Melon,16,5.38007E-05,0,2.66655E-06,16
mew,10,3.48122E-05,0,2.66655E-06,10
Mewlions,16,5.38007E-05,0,2.66655E-06,16
MewSuppasit,32,0.000104437,0,2.66655E-06,32
mGK,0,3.16475E-06,41,0.000111995,41
MGROnlineLive,0,3.16475E-06,37,0.000101329,37
mI,0,3.16475E-06,48,0.000130661,48
MI-,0,3.16475E-06,24,6.66636E-05,24
MileswDM,10,3.48122E-05,0,2.66655E-06,10
MillennialsChoice,72,0.000231027,0,2.66655E-06,72
MintMagTH,12,4.11417E-05,0,2.66655E-06,12
MINTxMILLENNIALSCHOICE,14,4.74712E-05,0,2.66655E-06,14
MisterHeartz,0,3.16475E-06,12,3.46651E-05,12
mj,10,3.48122E-05,0,2.66655E-06,10
MK,12,4.11417E-05,0,2.66655E-06,12
ml,12,4.11417E-05,0,2.66655E-06,12
mm,12,4.11417E-05,0,2.66655E-06,12
MMA,36,0.000117096,0,2.66655E-06,36
MnetMAMA,11,3.7977E-05,0,2.66655E-06,11
mo,10,3.48122E-05,0,2.66655E-06,10
mongkhonaiam,0,3.16475E-06,19,5.33309E-05,19
moph,0,3.16475E-06,18,5.06644E-05,18
MorningNewsTV,0,3.16475E-06,60,0.000162659,60
MOU,0,3.16475E-06,14,3.99982E-05,14
mousey,0,3.16475E-06,31,8.53295E-05,31
mR,19,6.32949E-05,15,4.26647E-05,34
MRT,10,3.48122E-05,0,2.66655E-06,10
MT,14,4.74712E-05,0,2.66655E-06,14
mthai,0,3.16475E-06,40,0.000109328,40
Music,15,5.0636E-05,0,2.66655E-06,15
MusicBank,48,0.000155073,0,2.66655E-06,48
MV,17,5.69655E-05,0,2.66655E-06,17
MVDeepQuotes,0,3.16475E-06,12,3.46651E-05,12
MY,33,0.000107601,24,6.66636E-05,57
myforeversunshine,14,4.74712E-05,0,2.66655E-06,14
mylovermyheart,19,6.32949E-05,0,2.66655E-06,19
mzeed,12,4.11417E-05,0,2.66655E-06,12
N,182,0.000579149,90,0.000242656,272
na,16,5.38007E-05,0,2.66655E-06,16
naewna,0,3.16475E-06,13,3.73316E-05,13
nam,14,4.74712E-05,0,2.66655E-06,14
Nan,11,3.7977E-05,0,2.66655E-06,11
Nanakau,10,3.48122E-05,0,2.66655E-06,10
narathon,0,3.16475E-06,18,5.06644E-05,18
NationTV,0,3.16475E-06,71,0.000191991,71
nationweekend,0,3.16475E-06,16,4.53313E-05,16
nayouung,0,3.16475E-06,16,4.53313E-05,16
nCoV,0,3.16475E-06,34,9.33291E-05,34
NCT,42,0.000136084,0,2.66655E-06,42
nd,10,3.48122E-05,0,2.66655E-06,10
netflixth,0,3.16475E-06,10,2.9332E-05,10
new,20,6.64597E-05,45,0.000122661,65
news,0,3.16475E-06,2020,0.005389089,2020
newtv,0,3.16475E-06,38,0.000103995,38
NGAqkJq,0,3.16475E-06,18,5.06644E-05,18
NGO,0,3.16475E-06,10,2.9332E-05,10
Ni,16,5.38007E-05,0,2.66655E-06,16
Nichada,0,3.16475E-06,51,0.00013866,51
NK,10,3.48122E-05,0,2.66655E-06,10
NLYWDi,0,3.16475E-06,74,0.000199991,74
nnanews,0,3.16475E-06,28,7.73298E-05,28
No,19,6.32949E-05,0,2.66655E-06,19
nong,19,6.32949E-05,0,2.66655E-06,19
Nongnatty,21,6.96244E-05,0,2.66655E-06,21
nontfam,19,6.32949E-05,0,2.66655E-06,19
NONTTANONT,51,0.000164567,0,2.66655E-06,51
np,14,4.74712E-05,0,2.66655E-06,14
nPerf,0,3.16475E-06,11,3.19985E-05,11
Nu,0,3.16475E-06,10,2.9332E-05,10
nuling,0,3.16475E-06,37,0.000101329,37
nuttha,0,3.16475E-06,34,9.33291E-05,34
Nx,0,3.16475E-06,54,0.00014666,54
o,144,0.000458888,160,0.000429314,304
of,74,0.000237356,47,0.000127994,121
Off,0,3.16475E-06,40,0.000109328,40
Offchainon,0,3.16475E-06,10,2.9332E-05,10
Official,133,0.000424076,25,6.93302E-05,158
Oh,11,3.7977E-05,0,2.66655E-06,11
oHA,0,3.16475E-06,28,7.73298E-05,28
oHbczn,0,3.16475E-06,10,2.9332E-05,10
OK,27,8.86129E-05,56,0.000151993,83
on,90,0.000287992,31,8.53295E-05,121
onaridamg,11,3.7977E-05,0,2.66655E-06,11
one,20,6.64597E-05,0,2.66655E-06,20
onenews,0,3.16475E-06,10,2.9332E-05,10
ongpadipat,0,3.16475E-06,11,3.19985E-05,11
OnMyojiMJ,13,4.43065E-05,0,2.66655E-06,13
oPA,0,3.16475E-06,27,7.46633E-05,27
Open,0,3.16475E-06,18,5.06644E-05,18
or,28,9.17777E-05,10,2.9332E-05,38
orange,0,3.16475E-06,41,0.000111995,41
Os,0,3.16475E-06,10,2.9332E-05,10
OU,10,3.48122E-05,0,2.66655E-06,10
out,11,3.7977E-05,0,2.66655E-06,11
p,208,0.000661432,89,0.000239989,297
Pachachoncyber,0,3.16475E-06,10,2.9332E-05,10
PaddyPure,0,3.16475E-06,28,7.73298E-05,28
pakornwut,0,3.16475E-06,59,0.000159993,59
Pannika,0,3.16475E-06,171,0.000458646,171
PantiwaCat,0,3.16475E-06,21,5.8664E-05,21
Parasite,0,3.16475E-06,10,2.9332E-05,10
paritchi,0,3.16475E-06,35,9.59956E-05,35
Park,15,5.0636E-05,0,2.66655E-06,15
parry,12,4.11417E-05,0,2.66655E-06,12
part,0,3.16475E-06,18,5.06644E-05,18
Pattaya,13,4.43065E-05,0,2.66655E-06,13
PaXN,0,3.16475E-06,38,0.000103995,38
PEA,0,3.16475E-06,92,0.000247989,92
peach,0,3.16475E-06,41,0.000111995,41
peakpeemapol,11,3.7977E-05,0,2.66655E-06,11
peat,0,3.16475E-06,47,0.000127994,47
PeckPaLitChoke,68,0.000218368,0,2.66655E-06,68
PepsixWongnaiatUDTOWN,57,0.000183555,0,2.66655E-06,57
perthppe,11,3.7977E-05,0,2.66655E-06,11
PerthTanapon,17,5.69655E-05,0,2.66655E-06,17
Ph,10,3.48122E-05,0,2.66655E-06,10
Phongsaphat,10,3.48122E-05,0,2.66655E-06,10
photo,24,7.91187E-05,0,2.66655E-06,24
phuket,37,0.00012026,0,2.66655E-06,37
Phyme,0,3.16475E-06,22,6.13306E-05,22
Pi,12,4.11417E-05,0,2.66655E-06,12
Pichailive,0,3.16475E-06,18,5.06644E-05,18
PIECE,19,6.32949E-05,0,2.66655E-06,19
Pimzilee,12,4.11417E-05,0,2.66655E-06,12
Pita,0,3.16475E-06,18,5.06644E-05,18
Piyabutr,0,3.16475E-06,174,0.000466646,174
pizad,0,3.16475E-06,57,0.00015466,57
play,0,3.16475E-06,14,3.99982E-05,14
Pli,0,3.16475E-06,11,3.19985E-05,11
pluchanat,0,3.16475E-06,10,2.9332E-05,10
pm,21,6.96244E-05,153,0.000410648,174
PMDUThailand,0,3.16475E-06,16,4.53313E-05,16
PMOC,0,3.16475E-06,10,2.9332E-05,10
political,10,3.48122E-05,346,0.000925291,356
pon,0,3.16475E-06,11,3.19985E-05,11
Pongz,0,3.16475E-06,28,7.73298E-05,28
pookem,0,3.16475E-06,133,0.000357317,133
posted,15,5.0636E-05,0,2.66655E-06,15
posttoday,0,3.16475E-06,73,0.000197324,73
Power,21,6.96244E-05,0,2.66655E-06,21
pp,12,4.11417E-05,0,2.66655E-06,12
ppptity,12,4.11417E-05,0,2.66655E-06,12
PPRP,0,3.16475E-06,78,0.000210657,78
PPTVHD,0,3.16475E-06,135,0.00036265,135
PPTVNews,0,3.16475E-06,34,9.33291E-05,34
pr,13,4.43065E-05,2132,0.005687742,2145
prachatai,0,3.16475E-06,27,7.46633E-05,27
pran,0,3.16475E-06,25,6.93302E-05,25
prasitchai,0,3.16475E-06,11,3.19985E-05,11
PrayForKorat,0,3.16475E-06,22,6.13306E-05,22
prayutofficial,0,3.16475E-06,347,0.000927958,347
Pro,15,5.0636E-05,0,2.66655E-06,15
Procession,0,3.16475E-06,14,3.99982E-05,14
pruetthigon,0,3.16475E-06,19,5.33309E-05,19
pruk,12,4.11417E-05,0,2.66655E-06,12
pT,10,3.48122E-05,11,3.19985E-05,21
Puppylo,14,4.74712E-05,0,2.66655E-06,14
pursue,0,3.16475E-06,30,8.26629E-05,30
pzdWIHg,0,3.16475E-06,37,0.000101329,37
q,172,0.000547501,196,0.00052531,368
QdHUEEmbdmwLxdF,0,3.16475E-06,23,6.39971E-05,23
QdxT,0,3.16475E-06,16,4.53313E-05,16
qJ,0,3.16475E-06,20,5.59975E-05,20
qNCaOY,0,3.16475E-06,39,0.000106662,39
Qruq,0,3.16475E-06,74,0.000199991,74
Queen,0,3.16475E-06,12,3.46651E-05,12
r,171,0.000544337,126,0.000338651,297
radio,16,5.38007E-05,16,4.53313E-05,32
rakthai,0,3.16475E-06,28,7.73298E-05,28
Rang,0,3.16475E-06,23,6.39971E-05,23
rd,12,4.11417E-05,0,2.66655E-06,12
RDF,0,3.16475E-06,16,4.53313E-05,16
rdI,0,3.16475E-06,13,3.73316E-05,13
real,10,3.48122E-05,0,2.66655E-06,10
realMaxzTirayut,0,3.16475E-06,23,6.39971E-05,23
RedBuffaloFre,0,3.16475E-06,49,0.000133327,49
Renrael,0,3.16475E-06,12,3.46651E-05,12
Rerun,46,0.000148743,0,2.66655E-06,46
RESONANCE,27,8.86129E-05,0,2.66655E-06,27
Resort,10,3.48122E-05,0,2.66655E-06,10
reviewchiangmai,16,5.38007E-05,0,2.66655E-06,16
ReviewThailand,14,4.74712E-05,0,2.66655E-06,14
REXTChKueD,0,3.16475E-06,21,5.8664E-05,21
RM,13,4.43065E-05,0,2.66655E-06,13
Rorscha,0,3.16475E-06,202,0.000541309,202
Royal,0,3.16475E-06,24,6.66636E-05,24
RoyalThaiArmy,0,3.16475E-06,45,0.000122661,45
RT,19,6.32949E-05,11207,0.029886645,11226
RTA,0,3.16475E-06,71,0.000191991,71
rukyimfon,13,4.43065E-05,0,2.66655E-06,13
RUptNhRk,0,3.16475E-06,74,0.000199991,74
rx,12,4.11417E-05,0,2.66655E-06,12
s,228,0.000724727,154,0.000413315,382
saeplay,0,3.16475E-06,44,0.000119995,44
sagFdDIkgu,0,3.16475E-06,11,3.19985E-05,11
Saint,11,3.7977E-05,0,2.66655E-06,11
saliminyourarea,0,3.16475E-06,45,0.000122661,45
Saturn,13,4.43065E-05,0,2.66655E-06,13
save,0,3.16475E-06,43,0.000117328,43
Savekorat,0,3.16475E-06,42,0.000114661,42
savesaisawat,12,4.11417E-05,0,2.66655E-06,12
sBhlwICc,0,3.16475E-06,13,3.73316E-05,13
seawonn,0,3.16475E-06,16,4.53313E-05,16
sereepisuth,0,3.16475E-06,13,3.73316E-05,13
set,25,8.22834E-05,0,2.66655E-06,25
sex,14,4.74712E-05,0,2.66655E-06,14
Sexy,10,3.48122E-05,0,2.66655E-06,10
Shop,14,4.74712E-05,0,2.66655E-06,14
ShopeeTH,12,4.11417E-05,0,2.66655E-06,12
show,39,0.00012659,0,2.66655E-06,39
shutup,0,3.16475E-06,15,4.26647E-05,15
siam,14,4.74712E-05,90,0.000242656,104
sIAQVwHSmuDvJBpBe,0,3.16475E-06,10,2.9332E-05,10
siharatdecho,0,3.16475E-06,20,5.59975E-05,20
Silom,0,3.16475E-06,11,3.19985E-05,11
SimsetthixMPP,19,6.32949E-05,0,2.66655E-06,19
sinchaichao,0,3.16475E-06,75,0.000202657,75
SingtoPrachaya,15,5.0636E-05,0,2.66655E-06,15
Sirawith,0,3.16475E-06,19,5.33309E-05,19
sirotek,0,3.16475E-06,20,5.59975E-05,20
sj,10,3.48122E-05,0,2.66655E-06,10
sK,10,3.48122E-05,0,2.66655E-06,10
SkDoRkOag,0,3.16475E-06,22,6.13306E-05,22
Skinship,12,4.11417E-05,0,2.66655E-06,12
SkyTrain,0,3.16475E-06,59,0.000159993,59
sl,114,0.000363946,0,2.66655E-06,114
slvava,13,4.43065E-05,0,2.66655E-06,13
SM,18,6.01302E-05,0,2.66655E-06,18
SmartmanSmartsoldier,0,3.16475E-06,15,4.26647E-05,15
SmartSoldiersStrongArmyTP,0,3.16475E-06,15,4.26647E-05,15
SMARTSSArmy,0,3.16475E-06,112,0.00030132,112
